-DOCSTART- -X- O
Kota -X- _ B-LOC
Kinabalu -X- _ I-LOC
sa -X- _ O
Malaysia -X- _ B-LOC
; -X- _ O
o -X- _ O
Bangkok -X- _ B-LOC
sa -X- _ O
Thailand -X- _ B-LOC
; -X- _ O
o -X- _ O
Seoul -X- _ B-LOC
sa -X- _ O
South -X- _ B-LOC
Korea. -X- _ I-LOC
Dugang -X- _ O
pa -X- _ O
nila -X- _ O
, -X- _ O
aduna -X- _ O
sab -X- _ O
sila'y -X- _ O
nagpadayon -X- _ O
nga -X- _ O
" -X- _ O
BER -X- _ O
sale -X- _ O
" -X- _ O
nga -X- _ O
aduna'y -X- _ O
seats -X- _ O
alang -X- _ O
sa -X- _ O
domestic -X- _ O
destinations -X- _ O
nga -X- _ O
ingon -X- _ O
kaubos -X- _ O
sa -X- _ O
P88 -X- _ O
nga -X- _ O
one-way -X- _ O
base -X- _ O
fare. -X- _ O
Aduna -X- _ O
kini -X- _ O
travel -X- _ O
dates -X- _ O
apil -X- _ O
karon -X- _ O
hangtod -X- _ O
Pebrero -X- _ O
20 -X- _ O
, -X- _ O
2023. -X- _ O
Kasamtangang -X- _ O
gipadagan -X- _ O
sa -X- _ O
kompanya -X- _ O
ang -X- _ O
88 -X- _ O
% -X- _ O
sa -X- _ O
pre-pandemic -X- _ O
systemwide -X- _ O
capacity -X- _ O
niini -X- _ O
. -X- _ O

Gisugdan -X- _ O
na -X- _ O
sa -X- _ O
mobile -X- _ O
wallet -X- _ O
provider -X- _ O
nga -X- _ O
GCash -X- _ B-OTHER
ang -X- _ O
pagtangtang -X- _ O
sa -X- _ O
mga -X- _ O
letra -X- _ O
sa -X- _ O
pangalan -X- _ O
sa -X- _ O
account -X- _ O
kung -X- _ O
mohimo -X- _ O
og -X- _ O
mga -X- _ O
transaksyon. -X- _ O
Bag-ohay -X- _ O
lamang -X- _ O
, -X- _ O
gianunsyo -X- _ O
sa -X- _ O
GCash -X- _ B-ORG
nga -X- _ O
himuon -X- _ O
ang -X- _ O
confirmation -X- _ O
notifications -X- _ O
sulod -X- _ O
sa -X- _ O
app -X- _ O
ug -X- _ O
dili -X- _ O
sa -X- _ O
SMS -X- _ O
, -X- _ O
human -X- _ O
sa -X- _ O
pagdagsang -X- _ O
sa -X- _ O
mga -X- _ O
spam -X- _ O
text -X- _ O
messages -X- _ O
. -X- _ O

1 -X- _ O
KA -X- _ O
NPA -X- _ O
PATAY -X- _ O
SA -X- _ O
ENGKWENTRO -X- _ O
BATOK -X- _ O
SA -X- _ O
MILITAR -X- _ O
SA -X- _ O
GUIHULNGAN -X- _ B-LOC
CITY -X- _ I-LOC
Usa -X- _ O
ka -X- _ O
giingon -X- _ O
NPA -X- _ B-ORG
ang -X- _ O
napatay -X- _ O
sa -X- _ O
engkwento -X- _ O
batok -X- _ O
sa -X- _ O
militar -X- _ O
sa -X- _ O
Sitio -X- _ B-LOC
Manlibod -X- _ I-LOC
, -X- _ I-LOC
Barangay -X- _ I-LOC
Trinidad -X- _ I-LOC
, -X- _ I-LOC
Guihulngan -X- _ I-LOC
City -X- _ I-LOC
mga -X- _ O
alas-7 -X- _ O
sa -X- _ O
buntag -X- _ O
niadtong -X- _ O
Miyerkules -X- _ O
, -X- _ O
Setyembre -X- _ O
7 -X- _ O
, -X- _ O
2022. -X- _ O
Sumala -X- _ O
pa -X- _ O
sa -X- _ O
report -X- _ O
, -X- _ O
nipahibalo -X- _ O
ang -X- _ O
nabalaka -X- _ O
nga -X- _ O
mga -X- _ O
residente -X- _ O
sa -X- _ O
mga -X- _ O
sundalo -X- _ O
sa -X- _ O
62nd -X- _ B-ORG
Infantry -X- _ I-ORG
Battalion -X- _ I-ORG
ilalom -X- _ O
sa -X- _ O
operational -X- _ O
control -X- _ O
sa -X- _ O
303rd -X- _ B-ORG
Brigade -X- _ I-ORG
bahin -X- _ O
sa -X- _ O
presensya -X- _ O
sa -X- _ O
mga -X- _ O
giingong -X- _ O
NPA -X- _ B-ORG
sa -X- _ O
naasoy -X- _ O
nga -X- _ O
lugar -X- _ O
ug -X- _ O
plano -X- _ O
nga -X- _ O
mangikil. -X- _ O
Dali -X- _ O
nga -X- _ O
niresponde -X- _ O
ang -X- _ O
Mobile -X- _ B-ORG
Community -X- _ I-ORG
Sustainment -X- _ I-ORG
Support -X- _ I-ORG
Team -X- _ I-ORG
( -X- _ I-ORG
MCSST -X- _ I-ORG
) -X- _ I-ORG
sa -X- _ O
62nd -X- _ B-ORG
Infantry -X- _ I-ORG
Battalion -X- _ I-ORG
ilalom -X- _ O
sa -X- _ O
pangulo -X- _ O
ni -X- _ O
Lt -X- _ O
Colonel -X- _ O
William -X- _ B-PER
Pesase -X- _ I-PER
, -X- _ O
Battalion -X- _ O
Commander -X- _ O
bahin -X- _ O
sa -X- _ O
reports -X- _ O
sa -X- _ O
mga -X- _ O
residente -X- _ O
sa -X- _ O
presensya -X- _ O
sa -X- _ O
armadong -X- _ O
grupo -X- _ O
nga -X- _ O
giingong -X- _ O
sakop -X- _ O
sa -X- _ O
rebelde. -X- _ O
Kinatibuk-ang -X- _ O
kapin -X- _ O
o -X- _ O
kulang -X- _ O
sa -X- _ O
walo -X- _ O
ka -X- _ O
mga -X- _ O
giingon -X- _ O
sakop -X- _ O
sa -X- _ O
rebelde -X- _ O
gikan -X- _ O
sa -X- _ O
SDG -X- _ B-ORG
Platoon -X- _ I-ORG
of -X- _ I-ORG
Central -X- _ I-ORG
Negros -X- _ I-ORG
1 -X- _ I-ORG
, -X- _ O
Komiteng -X- _ B-ORG
Rehiyon -X- _ I-ORG
- -X- _ I-ORG
Negros -X- _ I-ORG
, -X- _ I-ORG
Cebu -X- _ I-ORG
, -X- _ I-ORG
Bohol -X- _ I-ORG
and -X- _ I-ORG
Siquijor -X- _ I-ORG
( -X- _ I-ORG
KR-NCBS -X- _ I-ORG
) -X- _ I-ORG
ang -X- _ O
naengkwentro -X- _ O
sa -X- _ O
kasundaluhan -X- _ O
ug -X- _ O
nilungtad -X- _ O
og -X- _ O
halos -X- _ O
lima -X- _ O
ka -X- _ O
minuto -X- _ O
ang -X- _ O
pagpinusilay. -X- _ O
Nitakas -X- _ O
sab -X- _ O
sa -X- _ O
nagkalain-lain -X- _ O
direksyon -X- _ O
ang -X- _ O
kontra -X- _ O
ug -X- _ O
pagbiya -X- _ O
sa -X- _ O
ilang -X- _ O
personal -X- _ O
nga -X- _ O
mga -X- _ O
butang -X- _ O
sa -X- _ O
encounter -X- _ O
site. -X- _ O
Tungod -X- _ O
niini -X- _ O
, -X- _ O
usa -X- _ O
ka -X- _ O
giingong -X- _ O
miyembro -X- _ O
sa -X- _ O
NPA -X- _ B-ORG
ang -X- _ O
napatay -X- _ O
sa -X- _ O
militar -X- _ O
kinsa -X- _ O
wala -X- _ O
pa -X- _ O
mailhi. -X- _ O
Nakuha -X- _ O
gikan -X- _ O
niya -X- _ O
ang -X- _ O
usa -X- _ O
ka -X- _ O
caliber -X- _ O
45 -X- _ O
pistol -X- _ O
nga -X- _ O
aduna'y -X- _ O
SN -X- _ B-OTHER
M08113971 -X- _ I-OTHER
, -X- _ O
usa -X- _ O
ka -X- _ O
hand -X- _ O
grenade -X- _ O
, -X- _ O
duha -X- _ O
ka -X- _ O
magazines -X- _ O
alang -X- _ O
sa -X- _ O
caliber -X- _ O
45 -X- _ O
pistol -X- _ O
nga -X- _ O
loaded -X- _ O
sa -X- _ O
12 -X- _ O
live -X- _ O
rounds -X- _ O
, -X- _ O
34 -X- _ O
ka -X- _ O
piraso -X- _ O
sa -X- _ O
live -X- _ O
ammunitions -X- _ O
alang -X- _ O
sa -X- _ O
380 -X- _ O
revolver -X- _ O
, -X- _ O
usa -X- _ O
ka -X- _ O
binocular -X- _ O
, -X- _ O
nakuha -X- _ O
sab -X- _ O
ang -X- _ O
war -X- _ O
materiel -X- _ O
, -X- _ O
ug -X- _ O
nagkalain-laing -X- _ O
personal -X- _ O
nga -X- _ O
mga -X- _ O
butang. -X- _ O
Samtang -X- _ O
, -X- _ O
wala'y -X- _ O
namatay -X- _ O
sa -X- _ O
kasundaluhan -X- _ O
sa -X- _ O
gobyerno -X- _ O

Girekomenda -X- _ O
sa -X- _ O
Inter-Agency -X- _ B-ORG
Task -X- _ I-ORG
Force -X- _ I-ORG
nga -X- _ O
himoong -X- _ O
BOLUNTARYO -X- _ O
na -X- _ O
lamang -X- _ O
ang -X- _ O
pagsul-ob -X- _ O
og -X- _ O
face -X- _ O
mask -X- _ O
sa -X- _ O
tibuok -X- _ O
nasud. -X- _ O
Kini -X- _ O
sumala -X- _ O
pa -X- _ O
sa -X- _ O
anunsyo -X- _ O
ni -X- _ O
Press -X- _ O
Secretary -X- _ O
Trixie -X- _ B-PER
Cruz-Angeles -X- _ I-PER
karong -X- _ O
adlawa -X- _ O
, -X- _ O
Sept. -X- _ O
7 -X- _ O
, -X- _ O
2022. -X- _ O
Hinuon -X- _ O
, -X- _ O
giklaro -X- _ O
ni -X- _ O
Angeles -X- _ B-PER
nga -X- _ O
dili -X- _ O
pa -X- _ O
kini -X- _ O
hingpit -X- _ O
nga -X- _ O
nahimong -X- _ O
polisa -X- _ O
ug -X- _ O
gipaabot -X- _ O
na -X- _ O
lang -X- _ O
ang -X- _ O
opisyal -X- _ O
nga -X- _ O
kamanduan -X- _ O
nunot -X- _ O
niini. -X- _ O
Gibutyag -X- _ O
sab -X- _ O
ni -X- _ O
Health -X- _ O
Undersecretary -X- _ O
Ma. -X- _ B-PER
Rosario -X- _ I-PER
Vergeire -X- _ I-PER
nga -X- _ O
duna -X- _ O
na'y -X- _ O
" -X- _ O
verbal -X- _ O
approval -X- _ O
" -X- _ O
ni -X- _ O
Presidente -X- _ O
Ferdinand -X- _ B-PER
Marcos -X- _ I-PER
Jr. -X- _ I-PER
ang -X- _ O
maong -X- _ O
rekomendasyon -X- _ O
. -X- _ O

Pipila -X- _ O
ka -X- _ O
mga -X- _ O
hulagway -X- _ O
gikan -X- _ O
sa -X- _ O
malamposon -X- _ O
nga -X- _ O
2022 -X- _ O
Titanic -X- _ B-OTHER
expedition -X- _ O
sa -X- _ O
pagkuha -X- _ O
sa -X- _ O
world -X- _ O
's -X- _ O
first -X- _ O
8K -X- _ O
footage -X- _ O
sa -X- _ O
nalunod -X- _ O
nga -X- _ O
barko -X- _ O
, -X- _ O
diin -X- _ O
makita -X- _ O
ang -X- _ O
mga -X- _ O
detalye -X- _ O
sa -X- _ O
pagkaguba -X- _ O
niini -X- _ O
sa -X- _ O
ilalom -X- _ O
sa -X- _ O
dagat. -X- _ O
Mahinumduman -X- _ O
nga -X- _ O
nalunod -X- _ O
ang -X- _ O
barkong -X- _ O
RMS -X- _ B-OTHER
Titanic -X- _ I-OTHER
niadtong -X- _ O
April -X- _ O
15 -X- _ O
, -X- _ O
1912. -X- _ O
Liboan -X- _ O
ka -X- _ O
pasahero -X- _ O
ug -X- _ O
crew -X- _ O
ang -X- _ O
namatay -X- _ O
sa -X- _ O
maong -X- _ O
trahedya -X- _ O
. -X- _ O

BABAYE -X- _ O
SA -X- _ O
CEBU -X- _ B-LOC
, -X- _ O
NADAKPAN -X- _ O
HUMAN -X- _ O
GIINGONG -X- _ O
GIGUBA -X- _ O
ANG -X- _ O
TV -X- _ O
SA -X- _ O
VIDEOKEHAN -X- _ O
SAMTANG -X- _ O
HUBOG -X- _ O
Usa -X- _ O
ka -X- _ O
lalake -X- _ O
ug -X- _ O
tulo -X- _ O
ka -X- _ O
babaye -X- _ O
ang -X- _ O
nalandig -X- _ O
sa -X- _ O
prisohan -X- _ O
human -X- _ O
sa -X- _ O
pagguba -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
telebisyon -X- _ O
samtang -X- _ O
sila -X- _ O
nag-videoke -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
videoke -X- _ O
house -X- _ O
sa -X- _ O
Barangay -X- _ B-LOC
Bulacao -X- _ I-LOC
, -X- _ I-LOC
Cebu -X- _ I-LOC
City -X- _ I-LOC
mga -X- _ O
1:30am -X- _ O
niadtong -X- _ O
Martes -X- _ O
, -X- _ O
Setyembre -X- _ O
6 -X- _ O
, -X- _ O
2022. -X- _ O
Ang -X- _ O
babaye -X- _ O
kinsa -X- _ O
nisumbag -X- _ O
sa -X- _ O
TV -X- _ O
, -X- _ O
niingon -X- _ O
nga -X- _ O
siya -X- _ O
hubog -X- _ O
lang -X- _ O
. -X- _ O

SR. -X- _ O
MILA -X- _ B-PER
SILAB -X- _ I-PER
, -X- _ O
OPISYAL -X- _ O
NANG -X- _ O
NILINGKOD -X- _ O
ISIP -X- _ O
IKA-4 -X- _ O
NGA -X- _ O
PRESIDENTE -X- _ O
SA -X- _ O
SPUD -X- _ B-ORG
Opisyal -X- _ O
na -X- _ O
nga -X- _ O
ikaupat -X- _ O
nga -X- _ O
Univerity -X- _ O
President -X- _ O
sa -X- _ O
St. -X- _ B-ORG
Paul -X- _ I-ORG
University -X- _ I-ORG
Dumaguete -X- _ I-ORG
( -X- _ I-ORG
SPUD -X- _ I-ORG
) -X- _ I-ORG
si -X- _ O
Sister -X- _ O
Mila -X- _ B-PER
Grace -X- _ I-PER
A. -X- _ I-PER
Silab -X- _ I-PER
niadtong -X- _ O
Setyembre -X- _ O
5 -X- _ O
, -X- _ O
2022 -X- _ O
sa -X- _ O
usa -X- _ O
ka -X- _ O
Academic -X- _ B-OTHER
Investiture -X- _ I-OTHER
ug -X- _ O
Concelebrated -X- _ B-OTHER
Holy -X- _ I-OTHER
Mass -X- _ I-OTHER
uban -X- _ O
si -X- _ O
Bishop -X- _ O
Julito -X- _ B-PER
B. -X- _ I-PER
Cortes -X- _ I-PER
, -X- _ O
D.D. -X- _ O
isip -X- _ O
Main -X- _ O
Celebrant. -X- _ O
Usa -X- _ O
ka -X- _ O
nurse -X- _ O
si -X- _ O
Sister -X- _ O
Mila -X- _ B-PER
ug -X- _ O
nagkupot -X- _ O
sa -X- _ O
nagkalain-laing -X- _ O
posisyon -X- _ O
ug -X- _ O
assignment -X- _ O
sa -X- _ O
tibuok -X- _ O
nasud -X- _ O
sama -X- _ O
sa -X- _ O
St. -X- _ B-ORG
Paul’s -X- _ I-ORG
Hospital -X- _ I-ORG
Iloilo -X- _ I-ORG
City -X- _ I-ORG
ug -X- _ O
St. -X- _ B-ORG
Paul -X- _ I-ORG
University -X- _ I-ORG
Philippines -X- _ I-ORG
Tuguegarao -X- _ I-ORG
City. -X- _ I-ORG
Human -X- _ O
niini -X- _ O
, -X- _ O
gibutang -X- _ O
siya -X- _ O
isip -X- _ O
Dean -X- _ O
sa -X- _ O
College -X- _ B-ORG
of -X- _ I-ORG
Nursing -X- _ I-ORG
sa -X- _ O
St. -X- _ B-LOC
Paul -X- _ I-LOC
University -X- _ I-LOC
Surigao -X- _ I-LOC
City -X- _ I-LOC
ug -X- _ O
nahimong -X- _ O
Director -X- _ O
sa -X- _ O
Nursing -X- _ O
Services -X- _ O
sa -X- _ O
Maria -X- _ B-ORG
Reyna -X- _ I-ORG
Hospital -X- _ I-ORG
sa -X- _ O
Cagayan -X- _ B-LOC
de -X- _ I-LOC
Oro -X- _ I-LOC
City. -X- _ I-LOC
Niadtong -X- _ O
2010 -X- _ O
, -X- _ O
gibutang -X- _ O
siya -X- _ O
isip -X- _ O
Dean -X- _ O
sa -X- _ O
College -X- _ B-ORG
of -X- _ I-ORG
Nursing -X- _ I-ORG
sa -X- _ O
St. -X- _ B-LOC
Paul -X- _ I-LOC
University -X- _ I-LOC
Dumaguete -X- _ I-LOC
ug -X- _ O
sa -X- _ O
samang -X- _ O
higayon -X- _ O
siya -X- _ O
sab -X- _ O
ang -X- _ O
Local -X- _ O
Superior -X- _ O
sa -X- _ O
SPC -X- _ B-ORG
Sisters -X- _ I-ORG
sa -X- _ O
Dumaguete. -X- _ B-LOC
Pagka -X- _ O
2016 -X- _ O
, -X- _ O
gibutang -X- _ O
sab -X- _ O
siya -X- _ O
isip -X- _ O
Second -X- _ O
President -X- _ O
sa -X- _ O
St. -X- _ B-ORG
Paul -X- _ I-ORG
University -X- _ I-ORG
Iloilo -X- _ I-ORG
. -X- _ O

NORECO -X- _ B-ORG
II -X- _ I-ORG
, -X- _ O
GI-SUSPENSO -X- _ O
ANG -X- _ O
PAGPANINGIL -X- _ O
OG -X- _ O
10 -X- _ O
% -X- _ O
PENALTY -X- _ O
SA -X- _ O
MGA -X- _ O
LATE -X- _ O
MAMAYAD -X- _ O
OG -X- _ O
BILL -X- _ O
Hingpit -X- _ O
na -X- _ O
nga -X- _ O
ipatuman -X- _ O
sa -X- _ O
NORECO -X- _ B-ORG
II -X- _ I-ORG
ang -X- _ O
regulasyon -X- _ O
sulod -X- _ O
sa -X- _ O
Magna -X- _ B-LOC
Carta -X- _ I-LOC
for -X- _ I-LOC
Residential -X- _ I-LOC
Electricity -X- _ I-LOC
Consumers -X- _ I-LOC
apil -X- _ O
na -X- _ O
ang -X- _ O
polisiya -X- _ O
sa -X- _ O
kooperatiba -X- _ O
base -X- _ O
sa -X- _ O
maong -X- _ O
balaudnon -X- _ O
bahin -X- _ O
sa -X- _ O
diskoneksyon -X- _ O
sa -X- _ O
serbisyo -X- _ O
sa -X- _ O
kuryente -X- _ O
kung -X- _ O
dili -X- _ O
makabayad -X- _ O
sa -X- _ O
tukmang -X- _ O
panahon. -X- _ O
Sugod -X- _ O
Setyembre -X- _ O
, -X- _ O
sundon -X- _ O
na -X- _ O
sa -X- _ O
kooperatiba -X- _ O
ang -X- _ O
siyam -X- _ O
( -X- _ O
9 -X- _ O
) -X- _ O
ka -X- _ O
adlaw -X- _ O
gikan -X- _ O
sa -X- _ O
pagdawat -X- _ O
sa -X- _ O
electricity -X- _ O
bill -X- _ O
o -X- _ O
pito -X- _ O
( -X- _ O
7 -X- _ O
) -X- _ O
ka -X- _ O
adlaw -X- _ O
gikan -X- _ O
sa -X- _ O
due -X- _ O
date -X- _ O
sa -X- _ O
electricity -X- _ O
bill -X- _ O
isip -X- _ O
lugway -X- _ O
sa -X- _ O
bayranan -X- _ O
sa -X- _ O
kuryente. -X- _ O
Kung -X- _ O
mulapaw -X- _ O
sa -X- _ O
gihatag -X- _ O
nga -X- _ O
lugway -X- _ O
ug -X- _ O
human -X- _ O
sa -X- _ O
48 -X- _ O
ka -X- _ O
oras -X- _ O
nga -X- _ O
Notice -X- _ O
of -X- _ O
Disconnection -X- _ O
, -X- _ O
ipatuman -X- _ O
na -X- _ O
ang -X- _ O
diskoneksyon -X- _ O
sa -X- _ O
electric -X- _ O
service. -X- _ O
Ang -X- _ O
maong -X- _ O
lakang -X- _ O
, -X- _ O
makatabang -X- _ O
aron -X- _ O
makab-ot -X- _ O
ang -X- _ O
collection -X- _ O
efficiency -X- _ O
base -X- _ O
sa -X- _ O
sukdanan -X- _ O
sa -X- _ O
National -X- _ B-ORG
Electrification -X- _ I-ORG
Administration. -X- _ I-ORG
Makatabang -X- _ O
sab -X- _ O
kini -X- _ O
aron -X- _ O
dili -X- _ O
malangay -X- _ O
ang -X- _ O
pag-remit -X- _ O
sa -X- _ O
bulanong -X- _ O
bayronon -X- _ O
sa -X- _ O
mga -X- _ O
supplier -X- _ O
sa -X- _ O
kuryente -X- _ O
ug -X- _ O
ahensiya -X- _ O
sa -X- _ O
gobyerno -X- _ O
tungod -X- _ O
mopahamtang -X- _ O
man -X- _ O
kini -X- _ O
sila -X- _ O
og -X- _ O
penalties. -X- _ O
Gi-suspendi -X- _ O
na -X- _ O
sab -X- _ O
NORECO -X- _ B-ORG
II -X- _ I-ORG
ang -X- _ O
pagpataw -X- _ O
sa -X- _ O
10 -X- _ O
% -X- _ O
nga -X- _ O
surcharge -X- _ O
sa -X- _ O
mga -X- _ O
ulahi -X- _ O
nga -X- _ O
namayad -X- _ O
sa -X- _ O
bill -X- _ O
sa -X- _ O
kuryente. -X- _ O
Apan -X- _ O
giawhag -X- _ O
sa -X- _ O
NORECO -X- _ B-ORG
II -X- _ I-ORG
ang -X- _ O
tanan -X- _ O
, -X- _ O
pribado -X- _ O
ug -X- _ O
ahensiya -X- _ O
sa -X- _ O
gobyerno -X- _ O
, -X- _ O
nga -X- _ O
mobayad -X- _ O
sa -X- _ O
binulan -X- _ O
nga -X- _ O
bayronon -X- _ O
sa -X- _ O
kuryente -X- _ O
sulod -X- _ O
sa -X- _ O
lugway -X- _ O
nga -X- _ O
gihatag -X- _ O
aron -X- _ O
malikayan -X- _ O
nga -X- _ O
maputlan -X- _ O
sa -X- _ O
koneksyon -X- _ O
sa -X- _ O
kuryente -X- _ O
. -X- _ O

Niubos -X- _ O
na -X- _ O
sab -X- _ O
ang -X- _ O
bili -X- _ O
sa -X- _ O
atong -X- _ O
piso -X- _ O
kontra -X- _ O
dolyar -X- _ O
karong -X- _ O
adlawa -X- _ O
, -X- _ O
Sept. -X- _ O
6 -X- _ O
, -X- _ O
2022. -X- _ O
Nisira -X- _ O
ang -X- _ O
peso-dollar -X- _ O
exchange -X- _ O
sa -X- _ O
P57 -X- _ O
= -X- _ O
$ -X- _ O
1 -X- _ O
karong -X- _ O
Martes. -X- _ O
Mao -X- _ O
na -X- _ O
kini -X- _ O
ang -X- _ O
kinaubsan -X- _ O
nga -X- _ O
bili -X- _ O
sa -X- _ O
piso -X- _ O
sulod -X- _ O
sa -X- _ O
18 -X- _ O
ka -X- _ O
tuig -X- _ O
, -X- _ O
sukad -X- _ O
pa -X- _ O
niadtong -X- _ O
tuig -X- _ O
2004. -X- _ O
Sumala -X- _ O
pa -X- _ O
ni -X- _ O
kanhing -X- _ O
Bangko -X- _ B-ORG
Sentral -X- _ I-ORG
ng -X- _ I-ORG
Pilipinas -X- _ I-ORG
Deputy -X- _ O
Governor -X- _ O
Diwa -X- _ B-PER
Guinigundo -X- _ I-PER
, -X- _ O
makaapekto -X- _ O
ang -X- _ O
pagmaba -X- _ O
sa -X- _ O
bili -X- _ O
sa -X- _ O
piso -X- _ O
kontra -X- _ O
dolyar -X- _ O
sa -X- _ O
pagtaas -X- _ O
sa -X- _ O
presyo -X- _ O
sa -X- _ O
mga -X- _ O
palaliton -X- _ O
sa -X- _ O
nasud -X- _ O
. -X- _ O

LA -X- _ B-LOC
LIBERTAD -X- _ I-LOC
, -X- _ O
NAGTANYAG -X- _ O
OG -X- _ O
MGA -X- _ O
BIKE -X- _ O
GIKAN -X- _ O
SA -X- _ O
JAPAN -X- _ B-LOC
SA -X- _ O
PRESYONG -X- _ O
P1,000 -X- _ O
Nagtanyag -X- _ O
ang -X- _ O
kagamhanang -X- _ O
lungsod -X- _ O
sa -X- _ O
La -X- _ B-LOC
Libertad -X- _ I-LOC
og -X- _ O
barato -X- _ O
nga -X- _ O
mga -X- _ O
bisikleta -X- _ O
nga -X- _ O
napalit -X- _ O
nila -X- _ O
gikan -X- _ O
sa -X- _ O
nasud -X- _ O
sa -X- _ O
Japan -X- _ B-LOC
sa -X- _ O
presyong -X- _ O
P1,000. -X- _ O
Sumala -X- _ O
pa -X- _ O
ni -X- _ O
La -X- _ B-LOC
Libertad -X- _ I-LOC
Mayor -X- _ O
Emmanuel -X- _ B-PER
Laurence -X- _ I-PER
Daniel -X- _ I-PER
" -X- _ I-PER
MM -X- _ I-PER
" -X- _ I-PER
Limkaichong -X- _ I-PER
Iway -X- _ I-PER
, -X- _ O
tumong -X- _ O
sa -X- _ O
programa -X- _ O
nga -X- _ O
makatabang -X- _ O
sa -X- _ O
mga -X- _ O
commuter -X- _ O
nga -X- _ O
makaminus -X- _ O
sa -X- _ O
plitehan -X- _ O
, -X- _ O
makatabang -X- _ O
pag-amping -X- _ O
sa -X- _ O
kinaiyahan -X- _ O
ug -X- _ O
pagdasig -X- _ O
sa -X- _ O
katawhan -X- _ O
sa -X- _ O
pag-ehersisyo -X- _ O
alang -X- _ O
sa -X- _ O
maayong -X- _ O
panglawas -X- _ O
500 -X- _ O
ka -X- _ O
mga -X- _ O
used -X- _ O
city -X- _ O
bikes -X- _ O
ang -X- _ O
gipalit -X- _ O
sa -X- _ O
kagamhanan -X- _ O
gikan -X- _ O
sa -X- _ O
tigsuplay -X- _ O
niini -X- _ O
sa -X- _ O
Japan -X- _ B-LOC
ug -X- _ O
gitanyag -X- _ O
kini -X- _ O
sa -X- _ O
pinakaubos -X- _ O
nga -X- _ O
presyo -X- _ O
nga -X- _ O
anaa -X- _ O
lamang -X- _ O
sa -X- _ O
P1,000 -X- _ O
matag -X- _ O
usa -X- _ O
ka -X- _ O
bisekleta. -X- _ O
Gawas -X- _ O
niini -X- _ O
, -X- _ O
aduna -X- _ O
sab -X- _ O
mga -X- _ O
city -X- _ O
bikes -X- _ O
nga -X- _ O
gibutang -X- _ O
sa -X- _ O
mga -X- _ O
barangay -X- _ O
aron -X- _ O
magamit -X- _ O
sa -X- _ O
katawhan -X- _ O
nga -X- _ O
buot -X- _ O
manghulam -X- _ O
og -X- _ O
bisekleta. -X- _ O
" -X- _ O
Naa -X- _ O
pud -X- _ O
ta'y -X- _ O
mga -X- _ O
bikrs -X- _ O
nga -X- _ O
gibilin -X- _ O
nato -X- _ O
sa -X- _ O
mga -X- _ O
barangay -X- _ O
hall -X- _ O
para -X- _ O
kung -X- _ O
naa'y -X- _ O
ganahan -X- _ O
mohulan -X- _ O
, -X- _ O
adto -X- _ O
lang -X- _ O
sa -X- _ O
ilang -X- _ O
barangay -X- _ O
mohulam -X- _ O
, -X- _ O
" -X- _ O
matod -X- _ O
pa -X- _ O
ni -X- _ O
Mayor -X- _ O
Iway. -X- _ B-PER
Niadtong -X- _ O
2021 -X- _ O
, -X- _ O
nipalit -X- _ O
sab -X- _ O
og -X- _ O
500 -X- _ O
used -X- _ O
city -X- _ O
bikes -X- _ O
ang -X- _ O
kagamhanan -X- _ O
alang -X- _ O
sa -X- _ O
susamang -X- _ O
programa. -X- _ O
Alang -X- _ O
sa -X- _ O
mga -X- _ O
interesadong -X- _ O
mopalit -X- _ O
, -X- _ O
mahimong -X- _ O
mobisita -X- _ O
sa -X- _ O
La -X- _ B-LOC
Libertad -X- _ I-LOC
Municipal -X- _ I-LOC
Treasure -X- _ I-LOC
's -X- _ I-LOC
Office -X- _ I-LOC
. -X- _ O

Ania -X- _ O
ang -X- _ O
pamahayag -X- _ O
sa -X- _ O
NORECO -X- _ B-ORG
II -X- _ I-ORG
nunot -X- _ O
sa -X- _ O
nadawat -X- _ O
nila -X- _ O
nga -X- _ O
order -X- _ O
gikan -X- _ O
sa -X- _ O
Energy -X- _ B-ORG
Regulatory -X- _ I-ORG
Commission -X- _ I-ORG
. -X- _ O

NTC-7 -X- _ B-ORG
, -X- _ O
NAGPAHIMANGNO -X- _ O
BATOK -X- _ O
SA -X- _ O
MGA -X- _ O
PERSONALIZED -X- _ O
TEXT -X- _ O
SCAM -X- _ O
NGA -X- _ O
NAGTANYAG -X- _ O
OG -X- _ O
TRABAHO -X- _ O
UG -X- _ O
KWARTA -X- _ O
Nagpahimangno -X- _ O
ang -X- _ O
National -X- _ B-ORG
Telecommunications -X- _ I-ORG
Commission -X- _ I-ORG
( -X- _ I-ORG
NTC -X- _ I-ORG
) -X- _ I-ORG
Region -X- _ I-ORG
7 -X- _ I-ORG
sa -X- _ O
mga -X- _ O
subscibers -X- _ O
niini -X- _ O
batok -X- _ O
sa -X- _ O
" -X- _ O
New -X- _ O
Variants -X- _ O
of -X- _ O
Fake -X- _ O
Job -X- _ O
and -X- _ O
Other -X- _ O
Text -X- _ O
Scams -X- _ O
" -X- _ O
nga -X- _ O
gi-target -X- _ O
ang -X- _ O
kinatibuk-ang -X- _ O
publiko. -X- _ O
Nagpadayon -X- _ O
ang -X- _ O
pagdagsang -X- _ O
sa -X- _ O
