-DOCSTART- -X- O
? -X- _ O
Ang -X- _ O
P500 -X- _ O
kada -X- _ O
bulan -X- _ O
hangtod-hangtod -X- _ O
na -X- _ O
samtang -X- _ O
ganahan -X- _ O
pa -X- _ O
ka -X- _ O
mopuyo. -X- _ O
Samtang -X- _ O
ang -X- _ O
data-data -X- _ O
gikan -X- _ O
P1,000 -X- _ O
pataas -X- _ O
. -X- _ O

Kon -X- _ O
dili -X- _ O
gikan -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Island -X- _ I-LOC
ang -X- _ O
baboy -X- _ O
nga -X- _ O
infected -X- _ O
sa -X- _ O
ASF -X- _ B-MISC
ug -X- _ O
nanakod -X- _ O
sa -X- _ O
mga -X- _ O
baboy -X- _ O
sa -X- _ O
Carcar -X- _ B-LOC
City -X- _ I-LOC
, -X- _ I-LOC
Cebu -X- _ I-LOC
, -X- _ O
unsay -X- _ O
angay -X- _ O
buhaton -X- _ O
sa -X- _ O
atong -X- _ O
mga -X- _ O
kadagkoan -X- _ O
? -X- _ O
Angay -X- _ O
bang -X- _ O
dawaton -X- _ O
nalang -X- _ O
nga -X- _ O
di -X- _ O
na -X- _ O
dawaton -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
ang -X- _ O
atong -X- _ O
mga -X- _ O
binuhing -X- _ O
baboy -X- _ O
? -X- _ O

TAN-AWA -X- _ O
: -X- _ O
Nangayog -X- _ O
tabang -X- _ O
karon -X- _ O
sa -X- _ O
mga -X- _ O
netizens -X- _ O
ang -X- _ O
usa -X- _ O
babaye -X- _ O
nga -X- _ O
gikuotan -X- _ O
samtang -X- _ O
namalit -X- _ O
sulod -X- _ O
sa -X- _ O
UNITOP -X- _ B-LOC
- -X- _ I-LOC
Dumaguete -X- _ I-LOC
mga -X- _ O
2:30 -X- _ O
pm -X- _ O
, -X- _ O
Marso -X- _ O
15 -X- _ O
, -X- _ O
2023.Nakuha -X- _ O
sa -X- _ O
mga -X- _ O
mangunguot -X- _ O
ang -X- _ O
pitaka -X- _ O
sa -X- _ O
biktima -X- _ O
nga -X- _ O
adunay -X- _ O
sulod -X- _ O
nga -X- _ O
P13,000.Sa -X- _ O
CCTV -X- _ O
footage -X- _ O
sa -X- _ O
UNITOP -X- _ B-LOC
makita -X- _ O
ang -X- _ O
mga -X- _ O
duha -X- _ O
ka -X- _ O
babaye -X- _ O
nga -X- _ O
nagsul-ob -X- _ O
stripe -X- _ O
ug -X- _ O
skyblue -X- _ O
tshirt.Sa -X- _ O
mga -X- _ O
nakaila -X- _ O
sa -X- _ O
maong -X- _ O
mga -X- _ O
suspetsado -X- _ O
palihog -X- _ O
tawag -X- _ O
sa -X- _ O
Kapolisan -X- _ O
aron -X- _ O
makihaan -X- _ O
ug -X- _ O
madakpan. -X- _ O
" -X- _ O
Please -X- _ O
share -X- _ O
this -X- _ O
video -X- _ O
para -X- _ O
makatag -X- _ O
and -X- _ O
ma -X- _ O
aware -X- _ O
sad -X- _ O
, -X- _ O
" -X- _ O
hangyo -X- _ O
sa -X- _ O
biktima.NOTE -X- _ O
: -X- _ O
Wala -X- _ O
namo -X- _ O
ibutyag -X- _ O
ang -X- _ O
pangalan -X- _ O
sa -X- _ O
biktima -X- _ O
ug -X- _ O
ang -X- _ O
iyang -X- _ O
mobile -X- _ O
number -X- _ O
alang -X- _ O
sa -X- _ O
iyang -X- _ O
seguridad -X- _ O
. -X- _ O

MALAKANYANG -X- _ B-LOC
MIDEKLARAR -X- _ O
NGA -X- _ O
NON-WORKING -X- _ O
HOLIDAY -X- _ O
SA -X- _ O
MARSO -X- _ O
16 -X- _ O
, -X- _ O
2023. -X- _ O
# -X- _ O
DayOfMourning -X- _ O
# -X- _ O
LubongNiGovDegamo -X- _ O

Ang -X- _ O
usa -X- _ O
sa -X- _ O
tumong -X- _ O
sa -X- _ O
pagpadala -X- _ O
dinhi -X- _ O
sa -X- _ O
elite -X- _ O
forces -X- _ O
nga -X- _ O
nakig-asdang -X- _ O
sa -X- _ O
Marawi -X- _ B-LOC
mao -X- _ O
ang -X- _ O
pagpuhag -X- _ O
sa -X- _ O
private -X- _ O
army -X- _ O
groups -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental. -X- _ I-LOC
Unsay -X- _ O
inyong -X- _ O
ikasulti -X- _ O
? -X- _ O

Para -X- _ O
nimo -X- _ O
, -X- _ O
unsay -X- _ O
tumong -X- _ O
o -X- _ O
katuyoan -X- _ O
nga -X- _ O
nagbuhi -X- _ O
kag -X- _ O
iro -X- _ O
? -X- _ O
Unsa -X- _ O
ang -X- _ O
tulubagon -X- _ O
sa -X- _ O
mga -X- _ O
nagbuhig -X- _ O
iro -X- _ O
? -X- _ O
# -X- _ O
antirabisawarenessmonth -X- _ O

Para -X- _ O
ninyo -X- _ O
unsay -X- _ O
epekto -X- _ O
sa -X- _ O
nagkatag -X- _ O
ng -X- _ O
mga -X- _ O
checkpoints -X- _ O
sa -X- _ O
3rd -X- _ O
District -X- _ O
? -X- _ O
Pagpadalag -X- _ O
daghang -X- _ O
sundalo -X- _ O
lakip -X- _ O
na -X- _ O
mga -X- _ O
sundalo -X- _ O
nga -X- _ O
nakig-asdang -X- _ O
sa -X- _ O
Maute -X- _ B-ORG
Terrorist -X- _ I-ORG
Group -X- _ I-ORG
sa -X- _ O
Marawi -X- _ B-LOC
ngakaron -X- _ O
nia -X- _ O
na -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oirental -X- _ I-LOC
aron -X- _ O
paglanat -X- _ O
sa -X- _ O
mga -X- _ O
mamumuno -X- _ O
sa -X- _ O
Pamplona -X- _ B-MISC
Massacre -X- _ I-MISC
? -X- _ O

Karon -X- _ O
nga -X- _ O
ban -X- _ O
o -X- _ O
gidid-an -X- _ O
ang -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
nga -X- _ O
magtumod -X- _ O
o -X- _ O
magbyaheg -X- _ O
baboy -X- _ O
sa -X- _ O
Sugbo -X- _ B-LOC
, -X- _ O
unsay -X- _ O
epekto -X- _ O
niini -X- _ O
sa -X- _ O
mga -X- _ O
namuhig -X- _ O
baboy -X- _ O
? -X- _ O
Sa -X- _ O
laing -X- _ O
bahin -X- _ O
, -X- _ O
unsay -X- _ O
kaayohan -X- _ O
sa -X- _ O
mga -X- _ O
konsumedor -X- _ O
? -X- _ O

Duha -X- _ O
na -X- _ O
ka -X- _ O
insidente -X- _ O
sa -X- _ O
kidnap-try -X- _ O
sa -X- _ O
mga -X- _ O
bata -X- _ O
sa -X- _ O
Bacong -X- _ B-LOC
ug -X- _ O
Bais -X- _ B-LOC
City -X- _ I-LOC
sa -X- _ O
Negros -X- _ B-LOC
Oriental. -X- _ I-LOC
Aron -X- _ O
dili -X- _ O
mabiktima -X- _ O
, -X- _ O
unsay -X- _ O
angay -X- _ O
buhaton -X- _ O
sa -X- _ O
mga -X- _ O
ginikanan -X- _ O
? -X- _ O

Tinuod -X- _ O
ba -X- _ O
nga -X- _ O
ang -X- _ O
kakabos -X- _ O
maoy -X- _ O
hinungdan -X- _ O
sa -X- _ O
pagpangabuso -X- _ O
sa -X- _ O
kababayen-an -X- _ O
? -X- _ O
Mga -X- _ O
kabos -X- _ O
lang -X- _ O
ba -X- _ O
ang -X- _ O
biktima -X- _ O
sa -X- _ O
pagpangabuso -X- _ O
sa -X- _ O
ilang -X- _ O
mga -X- _ O
bana -X- _ O
, -X- _ O
luon -X- _ O
o -X- _ O
uyab -X- _ O
? -X- _ O
Kon -X- _ O
dili -X- _ O
, -X- _ O
para -X- _ O
ninyo -X- _ O
unsa -X- _ O
kahay -X- _ O
rason -X- _ O
? -X- _ O

Nakasulay -X- _ O
na -X- _ O
mo -X- _ O
nga -X- _ O
gihulaman -X- _ O
og -X- _ O
kwarta -X- _ O
gamit -X- _ O
ang -X- _ O
messenger -X- _ O
? -X- _ O
Unya -X- _ O
SCAM -X- _ O
diay -X- _ O
? -X- _ O
Sa -X- _ O
inyong -X- _ O
nasayran -X- _ O
, -X- _ O
unsaon -X- _ O
makalikay -X- _ O
ini -X- _ O
? -X- _ O

PALAHI -X- _ O
SA -X- _ O
TA -X- _ O
RON.Uyon -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
did-an -X- _ O
ang -X- _ O
mga -X- _ O
estudyante -X- _ O
nga -X- _ O
mosulod -X- _ O
sa -X- _ O
mga -X- _ O
internet -X- _ O
cafe -X- _ O
, -X- _ O
piso -X- _ O
net -X- _ O
sa -X- _ O
oras -X- _ O
sa -X- _ O
tingklase -X- _ O
? -X- _ O

Aron -X- _ O
way -X- _ O
maka-ikyas -X- _ O
sa -X- _ O
mga -X- _ O
mamumuno -X- _ O
kang -X- _ O
Gov. -X- _ O
Roel -X- _ B-PER
Degamo -X- _ I-PER
, -X- _ O
uyon -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
ipailawom -X- _ O
sa -X- _ O
State -X- _ B-MISC
of -X- _ I-MISC
Emergency -X- _ I-MISC
ang -X- _ O
tibuok -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
? -X- _ O

Nagpadayon -X- _ O
ba -X- _ O
ang -X- _ O
pagpatuman -X- _ O
sa -X- _ O
anti-smoking -X- _ B-MISC
Ordinance -X- _ I-MISC
o -X- _ O
wala -X- _ O
na -X- _ O
sab -X- _ O
? -X- _ O

Adunay -X- _ O
lakang -X- _ O
karon -X- _ O
nga -X- _ O
pa-undangon -X- _ O
na -X- _ O
ang -X- _ O
pagsaulog -X- _ O
sa -X- _ O
EDSA -X- _ B-MISC
People -X- _ I-MISC
Power -X- _ I-MISC
Revolution. -X- _ I-MISC
Aduna -X- _ O
say -X- _ O
lakang -X- _ O
nga -X- _ O
tangtangon -X- _ O
sa -X- _ O
history -X- _ O
sa -X- _ O
Pilipinas -X- _ B-LOC
ang -X- _ O
EDSA -X- _ B-MISC
People -X- _ I-MISC
Power -X- _ I-MISC
Revolution -X- _ I-MISC
? -X- _ O
Unsay -X- _ O
inyong -X- _ O
ikasulti -X- _ O
? -X- _ O

Sa -X- _ O
inyong -X- _ O
tan-aw -X- _ O
, -X- _ O
kinsa -X- _ O
ang -X- _ O
nagkulang -X- _ O
sa -X- _ O
suliran -X- _ O
sa -X- _ O
basura -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
? -X- _ O
Ang -X- _ O
Syudad -X- _ O
ug -X- _ O
ang -X- _ O
mga -X- _ O
Barangay -X- _ O
? -X- _ O

KULUKABILDO -X- _ O
: -X- _ O
Tungod -X- _ O
sa -X- _ O
nagkawala -X- _ O
nga -X- _ O
manghihilot -X- _ O
og -X- _ O
piang -X- _ O
, -X- _ O
angay -X- _ O
na -X- _ O
kaha -X- _ O
nga -X- _ O
magpahigayon -X- _ O
og -X- _ O
bansay-bansay -X- _ O
para -X- _ O
sa -X- _ O
niini -X- _ O
? -X- _ O
Panahon -X- _ O
na -X- _ O
ba -X- _ O
para -X- _ O
ilakip -X- _ O
siya -X- _ O
sa -X- _ O
turismo -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
? -X- _ O

FAST -X- _ O
FACT -X- _ O
: -X- _ O
Governor -X- _ O
Degamo -X- _ B-PER
gipaboran -X- _ O
sa -X- _ O
Supreme -X- _ B-ORG
Court -X- _ I-ORG
nga -X- _ O
magpabilin -X- _ O
sa -X- _ O
puwesto -X- _ O
isip -X- _ O
Gobernador -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC

Luyo -X- _ O
sa -X- _ O
nagkahiusang -X- _ O
mga -X- _ O
Kongresista -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
ug -X- _ O
Negros -X- _ B-LOC
Oriental -X- _ I-LOC
miduso -X- _ O
sa -X- _ O
Negros -X- _ B-MISC
Island -X- _ I-MISC
Region -X- _ I-MISC
Proposed -X- _ I-MISC
Bill. -X- _ I-MISC
Ang -X- _ O
Kongresista -X- _ O
ug -X- _ O
Gobernador -X- _ O
sa -X- _ O
Siquijor -X- _ B-LOC
mipadayag -X- _ O
sa -X- _ O
ilang -X- _ O
tinguha -X- _ O
nga -X- _ O
motapo -X- _ O
sa -X- _ O
NIR. -X- _ B-LOC
Ang -X- _ O
mga -X- _ O
Senador -X- _ O
miduso -X- _ O
sab -X- _ O
sa -X- _ O
NIR.Bugtong -X- _ B-LOC
si -X- _ O
Governor -X- _ O
roel -X- _ O
Degamo -X- _ B-PER
lang -X- _ O
ang -X- _ O
misupak -X- _ O
? -X- _ O
Sa -X- _ O
inyong -X- _ O
tan-aw -X- _ O
, -X- _ O
makaapekto -X- _ O
kaha -X- _ O
kini -X- _ O
sa -X- _ O
proposal -X- _ O
? -X- _ O
Kamo -X- _ O
, -X- _ O
unsa -X- _ O
inyong -X- _ O
baroganan -X- _ O
? -X- _ O
Uyon -X- _ O
ba -X- _ O
mo -X- _ O
sa -X- _ O
NIR -X- _ B-MISC
Regionhood -X- _ I-MISC
o -X- _ O
dili -X- _ O
? -X- _ O

Sa -X- _ O
kusog -X- _ O
nga -X- _ O
linog -X- _ O
sama -X- _ O
sa -X- _ O
Turkey -X- _ B-LOC
nga -X- _ O
nangahugno -X- _ O
ang -X- _ O
dagkong -X- _ O
building -X- _ O
, -X- _ O
mosalir -X- _ O
pa -X- _ O
kaha -X- _ O
ang -X- _ O
" -X- _ O
duck -X- _ O
, -X- _ O
cover -X- _ O
and -X- _ O
hold -X- _ O
? -X- _ O
" -X- _ O
Mas -X- _ O
maayo -X- _ O
kaha -X- _ O
kon -X- _ O
mogawas -X- _ O
nalang -X- _ O
sa -X- _ O
buillding -X- _ O

Moabot -X- _ O
ang -X- _ O
panahon -X- _ O
nga -X- _ O
sa -X- _ O
ingon -X- _ O
ini -X- _ O
nga -X- _ O
paagi -X- _ O
makita -X- _ O
sa -X- _ O
mga -X- _ O
bata -X- _ O
ang -X- _ O
mga -X- _ O
punoan -X- _ O
sa -X- _ O
kahoy. -X- _ O
Wala -X- _ O
na -X- _ O
sa -X- _ O
lasang -X- _ O
labi -X- _ O
na -X- _ O
sa -X- _ O
atong -X- _ O
tugkaran. -X- _ O
CTTO -X- _ O
Photo -X- _ O
# -X- _ O
treeplanting -X- _ O
# -X- _ O
preservetrees -X- _ O
# -X- _ O
preservedplanetearth -X- _ O

12 -X- _ O
ORAS -X- _ O
BROWNOUT -X- _ O
! -X- _ O
Sunday -X- _ O
, -X- _ O
Feb -X- _ O
, -X- _ O
12 -X- _ O
, -X- _ O
2023.Basaha -X- _ O
palihog -X- _ O
ang -X- _ O
mga -X- _ O
lugar -X- _ O
nga -X- _ O
apektado -X- _ O
sa -X- _ O
brownout. -X- _ O
Sentro -X- _ O
sa -X- _ O
brownout -X- _ O
ang -X- _ O
Dumaguete -X- _ B-LOC
City.Magcharge -X- _ I-LOC
na -X- _ O
ta -X- _ O
daan -X- _ O
sa -X- _ O
atong -X- _ O
mga -X- _ O
cellphone -X- _ O
, -X- _ O
gadgets -X- _ O
, -X- _ O
bluetooth -X- _ O
speakers -X- _ O
ug -X- _ O
maplano -X- _ O
asa -X- _ O
magpabugnaw. -X- _ O
Patubilan -X- _ O
daan -X- _ O
ang -X- _ O
mga -X- _ O
standby -X- _ O
generator -X- _ O
set -X- _ O
. -X- _ O

Motoo -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
dili -X- _ O
private -X- _ O
ang -X- _ O
nagdumala -X- _ O
sa -X- _ O
Metro -X- _ B-ORG
Dumaguete -X- _ I-ORG
Water -X- _ I-ORG
? -X- _ O

Ipatawag -X- _ O
na -X- _ O
sab -X- _ O
kuno -X- _ O
sa -X- _ O
Konseho -X- _ O
ang -X- _ O
kanhing -X- _ O
mga -X- _ O
kadagkoan -X- _ O
sa -X- _ O
DCWD -X- _ B-ORG
aron -X- _ O
patubagon -X- _ O
kon -X- _ O
nganong -X- _ O
giprivatize -X- _ O
ang -X- _ O
GOCC -X- _ B-ORG
? -X- _ O
Kapila -X- _ O
na -X- _ O
ba -X- _ O
gipataway -X- _ O
apan -X- _ O
dili -X- _ O
motungha -X- _ O
? -X- _ O
Sa -X- _ O
tan-aw -X- _ O
ninyo -X- _ O
unsay -X- _ O
angay -X- _ O
nga -X- _ O
buhaton -X- _ O
? -X- _ O
Ipatawag -X- _ O
pa -X- _ O
gihapon -X- _ O
? -X- _ O
Kihaan -X- _ O
s -X- _ O
Korte -X- _ O
o -X- _ O
ipatawag -X- _ O
sa -X- _ O
Kongreso -X- _ B-ORG
aron -X- _ O
magpahigayonog -X- _ O
inquiry -X- _ O
kon -X- _ O
aduna -X- _ O
bay -X- _ O
kahiwian -X- _ O
o -X- _ O
wala -X- _ O
? -X- _ O

UYON -X- _ O
KA -X- _ O
BA -X- _ O
NGA -X- _ O
DILI -X- _ O
PABAYRON -X- _ O
ANG -X- _ O
KONSUMEDOR -X- _ O
SA -X- _ O
TUBIG -X- _ O
SA -X- _ O
12 -X- _ O
% -X- _ O
VAT -X- _ O
APAN -X- _ O
ANG -X- _ O
BUGTI -X- _ O
, -X- _ O
ANG -X- _ O
PRIBADONG -X- _ O
KUMPANIYA -X- _ O
NGA -X- _ O
METRO -X- _ B-ORG
DUMAGUETE -X- _ I-ORG
WATER -X- _ I-ORG
DI -X- _ O
SAB -X- _ O
MAGBAYAD -X- _ O
OG -X- _ O
BUHIS -X- _ O
SA -X- _ O
SYUDAD -X- _ O
? -X- _ O

PABOR -X- _ O
BA -X- _ O
KA -X- _ O
NGA -X- _ O
ISUSPENSO -X- _ O
ANG -X- _ O
PAGTUDLO -X- _ O
SA -X- _ O
ATONG -X- _ O
PINULONGAN -X- _ O
SA -X- _ O
MGA -X- _ O
TUNGHAAN -X- _ O
? -X- _ O

Pabor -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
buhisan -X- _ O
ang -X- _ O
ukay-ukay -X- _ O
? -X- _ O

Angay -X- _ O
ba -X- _ O
nnga -X- _ O
ipasa -X- _ O
sa -X- _ O
MDW -X- _ B-ORG
ang -X- _ O
12 -X- _ O
% -X- _ O
VAT -X- _ O
mgadto -X- _ O
sa -X- _ O
ilang -X- _ O
mga -X- _ O
konsumedor -X- _ O
sa -X- _ O
tubig -X- _ O
? -X- _ O

Pabor -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
ilisan -X- _ O
ang -X- _ O
Batakang -X- _ B-MISC
Balaod -X- _ I-MISC
o -X- _ O
1987 -X- _ B-MISC
Philippine -X- _ I-MISC
Constitution -X- _ I-MISC
? -X- _ O

Makalahutay -X- _ O
kaha -X- _ O
ang -X- _ O
lokal -X- _ O
nga -X- _ O
media -X- _ O
? -X- _ O
Gumikan -X- _ O
sa -X- _ O
kadaghang -X- _ O
hagit -X- _ O
sama -X- _ O
sa -X- _ O
fake -X- _ O
news -X- _ O
, -X- _ O
kagamay -X- _ O
sa -X- _ O
sweldo -X- _ O
ug -X- _ O
hulga -X- _ O
sa -X- _ O
kinabuhi -X- _ O
, -X- _ O
makalahutay -X- _ O
pa -X- _ O
kaha -X- _ O
ang -X- _ O
lokal -X- _ O
nga -X- _ O
media -X- _ O
? -X- _ O
Motunhay -X- _ O
pa -X- _ O
kaha -X- _ O
ang -X- _ O
kagawasan -X- _ O
kon -X- _ O
wala -X- _ O
nay -X- _ O
local -X- _ O
journalists -X- _ O
ug -X- _ O
commentators -X- _ O
? -X- _ O
Unsay -X- _ O
inyong -X- _ O
opinion -X- _ O
? -X- _ O

Uyon -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
i-shutdown -X- _ O
ang -X- _ O
pyrolysis -X- _ O
machine -X- _ O
sa -X- _ O
Dumaguete -X- _ B-ORG
LGU -X- _ I-ORG
? -X- _ O
Unsay -X- _ O
angay -X- _ O
nga -X- _ O
tukoron -X- _ O
sa -X- _ O
Syudad -X- _ O
? -X- _ O
Sanitary -X- _ O
Landfill -X- _ O
dakong -X- _ O
MRF -X- _ B-LOC
? -X- _ O

Daghan -X- _ O
kuno -X- _ O
sa -X- _ O
mga -X- _ O
senior -X- _ O
citizen -X- _ O
nga -X- _ O
wa -X- _ O
makadawat -X- _ O
sa -X- _ O
tag -X- _ O
P500 -X- _ O
nga -X- _ O
pinaskohan -X- _ O
sa -X- _ O
Syudad. -X- _ O
Kinsa -X- _ O
kahay -X- _ O
nagkulang -X- _ O
? -X- _ O
Ang -X- _ O
Barangay -X- _ O
o -X- _ O
ang -X- _ O
mismong -X- _ O
tawo -X- _ O
? -X- _ O

JUST -X- _ O
IN -X- _ O
: -X- _ O
Magtiayon -X- _ O
naatrasan -X- _ O
sa -X- _ O
truck -X- _ O
nga -X- _ O
na-haybol -X- _ O
sa -X- _ O
Himocdungon -X- _ B-LOC
, -X- _ I-LOC
Mabinay -X- _ I-LOC
; -X- _ O
Habal-habal -X- _ O
naligdan -X- _ O
sa -X- _ O
truckPhotos -X- _ O
Courtesy -X- _ O
: -X- _ O
Freedy -X- _ O
EscoderoAtangi -X- _ O
ang -X- _ O
detalye -X- _ O
... -X- _ O

Pabor -X- _ O
ka -X- _ O
ba -X- _ O
nga -X- _ O
dili -X- _ O
nganlan -X- _ O
ang -X- _ O
mga -X- _ O
pulis -X- _ O
nga -X- _ O
nahilambigit -X- _ O
sa -X- _ O
sindikato -X- _ O
sa -X- _ O
illegal -X- _ O
drugs -X- _ O
? -X- _ O

Alang -X- _ O
sa -X- _ O
inyong -X- _ O
panginahanglan -X- _ O
og -X- _ O
kasakyan -X- _ O
sa -X- _ O
trabaho -X- _ O
o -X- _ O
lingaw-lingaw -X- _ O
, -X- _ O
tawag -X- _ O
sa -X- _ O
Papa -X- _ B-MISC
Bai -X- _ I-MISC
Rent-A-Van -X- _ I-MISC
sa -X- _ O
0967-310-0693. -X- _ O
Pangita -X- _ O
ang -X- _ O
tag-iya -X- _ O
ug -X- _ O
tagdumala -X- _ O
nga -X- _ O
si -X- _ O
Byrl -X- _ B-PER
Yurong -X- _ I-PER
. -X- _ O

Tinuod -X- _ O
ba -X- _ O
nga -X- _ O
miuswag -X- _ O
na -X- _ O
inyong -X- _ O
panginabuhi -X- _ O
sa -X- _ O
ulahing -X- _ O
behind -X- _ O
sa -X- _ O
2022 -X- _ O
? -X- _ O
Kon -X- _ O
Oo -X- _ O
please -X- _ O
hit -X- _ O
? -X- _ O
. -X- _ O
Kon -X- _ O
Dili -X- _ O
please -X- _ O
hit -X- _ O
tumbs -X- _ O
up -X- _ O
. -X- _ O

Kumusta -X- _ O
ang -X- _ O
inyong -X- _ O
dapit -X- _ O
? -X- _ O
Wa -X- _ O
bay -X- _ O
baha -X- _ O
? -X- _ O
Landslide -X- _ O
? -X- _ O

JUST -X- _ O
IN -X- _ O
: -X- _ O
Guihulngan -X- _ B-LOC
ug -X- _ O
La -X- _ B-LOC
Libertad -X- _ I-LOC
nagsuspenso -X- _ O
nas -X- _ O
klase -X- _ O
gumikan -X- _ O
sa -X- _ O
kusog -X- _ O
ug -X- _ O
way -X- _ O
undang -X- _ O
nga -X- _ O
uwan -X- _ O

Karon -X- _ O
nga -X- _ O
2023 -X- _ O
na -X- _ O
ug -X- _ O
maayo -X- _ O
na -X- _ O
ang -X- _ O
relasyon -X- _ O
tali -X- _ O
sa -X- _ O
Executive -X- _ O
ug -X- _ O
Legislative -X- _ O
, -X- _ O
angay -X- _ O
na -X- _ O
kahang -X- _ O
tutokan -X- _ O
ang -X- _ O
pagpabalhin -X- _ O
sa -X- _ O
mga -X- _ O
biktima -X- _ O
sa -X- _ O
Bagyong -X- _ O
Sendong -X- _ B-MISC
sa -X- _ O
relocation -X- _ O
site -X- _ O
sa -X- _ O
Banilad -X- _ B-LOC
? -X- _ O

Sumala -X- _ O
sa -X- _ O
political -X- _ O
spokesperson -X- _ O
ni -X- _ O
former -X- _ O
Governor -X- _ O
Prude -X- _ B-PER
Henry -X- _ I-PER
Teves -X- _ I-PER
nga -X- _ O
si -X- _ O
Atty. -X- _ O
Ronel -X- _ B-PER
Depalubos -X- _ I-PER
, -X- _ O
sa -X- _ O
January -X- _ O
10 -X- _ O
gilaumang -X- _ O
mopakanaog -X- _ O
og -X- _ O
hukom -X- _ O
ang -X- _ O
Korte -X- _ B-ORG
Suprema -X- _ I-ORG
sa -X- _ O
governorship -X- _ O
sa -X- _ O
Negros -X- _ B-LOC
Oriental. -X- _ I-LOC
Sa -X- _ O
inyong -X- _ O
tan-aw -X- _ O
, -X- _ O
kinsa -X- _ O
kaha -X- _ O
ang -X- _ O
paboran -X- _ O
sa -X- _ O
Supreme -X- _ B-ORG
Court -X- _ I-ORG
isiop -X- _ O
lihitimong -X- _ O
gobernador -X- _ O
? -X- _ O
Si -X- _ O
Governor -X- _ O
Pryde -X- _ B-PER
Henry -X- _ I-PER
Teves -X- _ I-PER
o -X- _ O
sa -X- _ O
Governor -X- _ O
Roel -X- _ B-PER
Degamo -X- _ I-PER
? -X- _ O

Uyon -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
ipatuman -X- _ O
sa -X- _ O
syudad -X- _ O
ang -X- _ O
" -X- _ O
No -X- _ O
Segregation -X- _ O
, -X- _ O
No -X- _ O
Collection -X- _ O
" -X- _ O
sa -X- _ O
basura -X- _ O
? -X- _ O
Ang -X- _ O
laraw -X- _ O
gipasikad -X- _ O
sa -X- _ O
Ordinansa -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
City -X- _ I-LOC
nga -X- _ O
" -X- _ O
No -X- _ O
Sticker -X- _ O
, -X- _ O
No -X- _ O
Collection -X- _ O
" -X- _ O
apan -X- _ O
giundang -X- _ O
ang -X- _ O
pagpatuman -X- _ O
niini -X- _ O
pipila -X- _ O
na -X- _ O
ka -X- _ O
tuig -X- _ O
ang -X- _ O
nakalabay -X- _ O
. -X- _ O

Uyon -X- _ O
ka -X- _ O
ba -X- _ O
nga -X- _ O
mag-courtesy -X- _ O
resignation -X- _ O
ang -X- _ O
tanang -X- _ O
Police -X- _ O
Generals -X- _ O
ug -X- _ O
Police -X- _ O
Colonel -X- _ O
sigon -X- _ O
sa -X- _ O
awhag -X- _ O
ni -X- _ O
SILG -X- _ O
Benjur -X- _ B-PER
Abalos -X- _ I-PER
isip -X- _ O
kabahin -X- _ O
sa -X- _ O
paghinlo -X- _ O
sud -X- _ O
sa -X- _ O
Kapolisan -X- _ O
ug -X- _ O
sa -X- _ O
gubat -X- _ O
batok -X- _ O
illegal -X- _ O
drugs -X- _ O
? -X- _ O
Naa -X- _ O
kahy -X- _ O
due -X- _ O
process -X- _ O
ang -X- _ O
maong -X- _ O
pamaagi -X- _ O
? -X- _ O

Uyon -X- _ O
ba -X- _ O
mo -X- _ O
nga -X- _ O
magpanday -X- _ O
og -X- _ O
Ordinansa -X- _ O
nga -X- _ O
ang -X- _ O
mga -X- _ O
basura -X- _ O
ipadala -X- _ O
sa -X- _ O
mga -X- _ O
bisita -X- _ O
nga -X- _ O
mokaon -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
? -X- _ O

Karong -X- _ O
nga -X- _ O
nagkauli -X- _ O
na -X- _ O
ang -X- _ O
Executive -X- _ O
ug -X- _ O
Legislative -X- _ O
sa -X- _ O
Dumaguete -X- _ B-LOC
, -X- _ O
unsa -X- _ O
inyong -X- _ O
gilauman -X- _ O
nga -X- _ O
kaayohan -X- _ O
sa -X- _ O
syudad -X- _ O
? -X- _ O

Unsay -X- _ O
inyong -X- _ O
gailauman -X- _ O
nga -X- _ O
kalamboan -X- _ O
sa -X- _ O
nasod -X- _ O
, -X- _ O
sa -X- _ O
lalawigan -X- _ O
sa -X- _ O
